"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"2570","Andai pak @prabowo dalam pilpres mendatang bisa maju sebagai cawapres pak @jokowi, alangkah hebatnya indonesia ke depan. #RakyatB3rsamaJKW",FALSE,0,NA,"2018-04-15 16:42:02",FALSE,NA,985558880603090944,NA,"<a href=""https://ibnstigfartanda.go.id"" rel=""nofollow"">Ibnstigfar Tanda</a>","nissafebria14",0,FALSE,FALSE,NA,NA
"2571","@BadjaNuswantara @bowiekompeni @prabowo @P3nj3l4j4h @RizmaWidiono @SahabatNiina @putri_teratai76 Jokowi jadi presid<U+2026> https://t.co/BAi4CKKN9K",FALSE,6,"BadjaNuswantara","2018-04-15 16:42:02",TRUE,985558124227477504,985558880200540160,2541716540,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wr200465",1,FALSE,FALSE,NA,NA
"2572","@hendriabidin2 @CencenAmel @CintaNKRI12 @ArumsariTika @SEKNAS_RI @hanjenif @Rul205 @Grand_Light88 @LebahBorneo<U+2026> https://t.co/rWaLAhDYMJ",FALSE,0,"hendriabidin2","2018-04-15 16:41:53",TRUE,985558363965501440,985558840459456512,951397410512683008,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","azumi_tsuyoshi",0,FALSE,FALSE,NA,NA
"2573","@zenrizal160271 @fadlizon @Gerindra @DPP_PPP @MRomahurmuziy @prabowo @jokowi Yang ada paling bisa kejang2...manuver<U+2026> https://t.co/cf68YUuRDO",FALSE,0,"zenrizal160271","2018-04-15 16:41:44",TRUE,985475670359724032,985558803042062336,2775898322,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","MahsyarOddy",0,FALSE,FALSE,NA,NA
"2574","@bowiekompeni @BadjaNuswantara @wr200465 @prabowo @P3nj3l4j4h @RizmaWidiono @SahabatNiina @putri_teratai76 Itu yang<U+2026> https://t.co/xoSb8B9a4z",FALSE,2,"bowiekompeni","2018-04-15 16:41:42",TRUE,985556137930969088,985558795509161984,231886546,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","hcahyono",0,FALSE,FALSE,NA,NA
"2575","@jfmsondakh @prabowo @Gerindra @jokowi @fadlizon @BosErvan @TeddyGusnaidi @TsamaraDKI @GunRomli @permadiaktivis<U+2026> https://t.co/Iaayvok3cM",FALSE,0,"jfmsondakh","2018-04-15 16:41:36",TRUE,985482179789533184,985558769273679872,110085113,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","doharlend",0,FALSE,FALSE,NA,NA
"2576","@hendriabidin2 @CencenAmel @CintaNKRI12 @ArumsariTika @SEKNAS_RI @hanjenif @Rul205 @Grand_Light88 @LebahBorneo<U+2026> https://t.co/JW0OoDHlMg",FALSE,6,"hendriabidin2","2018-04-15 16:41:24",TRUE,985557806118924288,985558718812045312,951397410512683008,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","azumi_tsuyoshi",1,FALSE,FALSE,NA,NA
"2577","@azumi_tsuyoshi @CintaNKRI12 @hendriabidin2 @ArumsariTika @SEKNAS_RI @hanjenif @Rul205 @Grand_Light88 @LebahBorneo<U+2026> https://t.co/CIlh1IwZXv",FALSE,0,"azumi_tsuyoshi","2018-04-15 16:41:22",TRUE,985554939567947776,985558712986230784,844029675701657600,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","CencenAmel",0,FALSE,FALSE,NA,NA
"2578","RT @fadlizon: Nggak benar alias fiktif. N sdh jd FAKTA bhw @prabowo capres @Gerindra .  @MRomahurmuziy urus partai n capresnya sendiri sj j<U+2026>",FALSE,0,NA,"2018-04-15 16:41:14",FALSE,NA,985558679175876608,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","erna_st",474,TRUE,FALSE,NA,NA
"2579","RT @CintaNKRI12: Heboh bngt sampai Viral video Bpk @prabowo  yg telanjang Dada dan mencari yg tdk ada u Bully yaa Bongs dungu <ed><U+00A0><U+00BD><ed><U+00B8><U+0086> nah ini Yg<U+2026>",FALSE,0,NA,"2018-04-15 16:41:11",FALSE,NA,985558665926066176,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mdablo1",593,TRUE,FALSE,NA,NA
"2580","RT @tw_danang11: @ILC_tvOnenews @karniilyas @jokowi @prabowo Kenapa pas argument @rockygerung tentang kitap suci itu fiksi malah di hilangk<U+2026>",FALSE,0,NA,"2018-04-15 16:41:06",FALSE,NA,985558643931148288,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SimonSipahutar",1,TRUE,FALSE,NA,NA
"2581","RT @04Nakula: Motor @jokowi karya modifikasi anak negeri seharga 140 jt..

Kuda @prabowo dari Argentina seharga 2 miliar..

Dari sini kita<U+2026>",FALSE,0,NA,"2018-04-15 16:40:58",FALSE,NA,985558612012494848,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DamaiSelalu86_V",238,TRUE,FALSE,NA,NA
"2582","@prabowo @fadlizon @jokowi gejala stress akut, kehbs-an akal dan jurus buat dongkrak pamor #RakyatB3rsamaJKW #RakyatB3rsamaJKW",FALSE,0,"prabowo","2018-04-15 16:40:42",FALSE,NA,985558542915534848,40580714,"<a href=""http://bnlogamberak.co.id"" rel=""nofollow"">Bnlogam Berak</a>","febriantinazir4",0,FALSE,FALSE,NA,NA
"2583","Maju malah pak @prabowo <ed><U+00A0><U+00BD><ed><U+00B8><U+0080> https://t.co/K4WJOE3vhX",FALSE,0,NA,"2018-04-15 16:40:24",FALSE,NA,985558467497771008,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pintukoto",0,FALSE,FALSE,NA,NA
"2584","@Next_J2P @RizmaWidiono @Owaala @Gerindra @jokowi @prabowo Ikan didapat, air pun tak keruh.

<ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BF>",FALSE,10,"Next_J2P","2018-04-15 16:40:22",FALSE,985550822388805632,985558462527492096,2883487254,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nunung35Aza",1,FALSE,FALSE,NA,NA
"2585","RT @budimandjatmiko: Kita hrs punya jawaban juga: adu baca Al Qur'an pak @jokowi &amp; pak @prabowo, disusul gantian jd imam sholat Maghrib &amp; I<U+2026>",FALSE,0,NA,"2018-04-15 16:40:22",FALSE,NA,985558459826360320,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DamaiSelalu86_V",87,TRUE,FALSE,NA,NA
"2586","@fadlizon @jokowi @prabowo Coba benar2 pakai nalar. Program apa sih unggulan jokowi yg sudah jalan 3 #RakyatB3rsamaJKW #RakyatB3rsamaJKW",FALSE,0,"fadlizon","2018-04-15 16:40:17",FALSE,NA,985558439718879232,79139422,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter for Google TV</a>","ayymarlin",0,FALSE,FALSE,NA,NA
"2587","@ILC_tvOnenews @karniilyas @jokowi @prabowo Kenapa pas argument @rockygerung tentang kitap suci itu fiksi malah di<U+2026> https://t.co/gQYUtKZuaU",FALSE,0,"ILC_tvOnenews","2018-04-15 16:40:11",TRUE,985309486448431104,985558413198282752,2421762716,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tw_danang11",1,FALSE,FALSE,NA,NA
"2588","@azumi_tsuyoshi @CencenAmel @CintaNKRI12 @ArumsariTika @SEKNAS_RI @hanjenif @Rul205 @Grand_Light88 @LebahBorneo<U+2026> https://t.co/dvRZCswKcC",FALSE,0,"azumi_tsuyoshi","2018-04-15 16:39:59",TRUE,985553936391143424,985558363965501440,844029675701657600,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","hendriabidin2",0,FALSE,FALSE,NA,NA
"2589","@KPK_RI @prabowo @SBYudhoyono @jokowi ayo jadikan hukum ini juga di RI. Sama2 semua mulai dengan kader yg bersih sa<U+2026> https://t.co/H0jF8IVxrn",FALSE,0,"KPK_RI","2018-04-15 16:39:57",TRUE,NA,985558356126351360,104714478,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mkusumawijaya",0,FALSE,FALSE,NA,NA
"2590","@yogifirmansy @ILC_tvOnenews @karniilyas @jokowi @prabowo Minggirrrrrrr https://t.co/W0GATPW3xO",FALSE,1,"yogifirmansy","2018-04-15 16:39:50",FALSE,985409085880188928,985558325780611072,174249529,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Boneng76789244",0,FALSE,FALSE,NA,NA
"2591","RT @mkhumaini: IG bikinrame dgn followers 3M lagi buat polling capres antara Jokowi vs Prabowo.

Polling sementara @prabowo unggul 65% deng<U+2026>",FALSE,0,NA,"2018-04-15 16:39:44",FALSE,NA,985558301365563392,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","asep_abhet",27,TRUE,FALSE,NA,NA
"2592","@hendriabidin2 @azumi_tsuyoshi @CencenAmel @CintaNKRI12 @ArumsariTika @SEKNAS_RI @hanjenif @Rul205 @Grand_Light88<U+2026> https://t.co/SKLFBj5YBg",FALSE,1,"hendriabidin2","2018-04-15 16:39:28",TRUE,985557806118924288,985558235691204608,951397410512683008,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wr200465",0,FALSE,FALSE,NA,NA
"2593","RT @MuchlistHassan: Pernyataan Pak @aniesbaswedan ini akan selalu di ingat dan menjadi penyemangat Perjuangan Umat Islam dalam upaya  mengg<U+2026>",FALSE,0,NA,"2018-04-15 16:39:18",FALSE,NA,985558190518501376,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","wayoek",39,TRUE,FALSE,NA,NA
"2594","@nana___rosaa @hendriabidin2 @ArumsariTika @SEKNAS_RI @hanjenif @Rul205 @Grand_Light88 @LebahBorneo @datuakmangkuto<U+2026> https://t.co/UYJJrjhxOs",FALSE,0,"nana___rosaa","2018-04-15 16:39:09",TRUE,985554127533912064,985558156649545728,935937767778820096,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","CencenAmel",0,FALSE,FALSE,NA,NA
"2595","@bowiekompeni @wr200465 @prabowo @P3nj3l4j4h @RizmaWidiono @SahabatNiina @putri_teratai76 Tak ada rencana sebelumny<U+2026> https://t.co/gkU6uyZOYQ",FALSE,3,"bowiekompeni","2018-04-15 16:39:02",TRUE,985556137930969088,985558124227477504,231886546,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BadjaNuswantara",0,FALSE,FALSE,NA,NA
"2596","RT @Dahnilanzar: Sob. Bak hidangan di meja makan. Koki (parpol) hanya mau menyediakan dua pilihan menu kepada rakyat, @jokowi dan @prabowo<U+2026>",FALSE,0,NA,"2018-04-15 16:38:54",FALSE,NA,985558093026045952,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","duniatanie",827,TRUE,FALSE,NA,NA
"2597","@mkhumaini @prabowo Kalo mau gampang menang, dorong Ustad Abdul Somad mau capres atau cawapres insya Allah atas keh<U+2026> https://t.co/8FKdfbpmfm",FALSE,1,"mkhumaini","2018-04-15 16:38:47",TRUE,985555096602796032,985558061774389248,102588977,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ananq_lpg",0,FALSE,FALSE,NA,NA
"2598","@BirgaldoS @fadlizon @jokowi @prabowo @kaesangp Emang sudah dioperasi buah dadanya didit?",FALSE,2,"BirgaldoS","2018-04-15 16:38:34",FALSE,985375722872094720,985558006849880064,3012602437,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BobokoTea1",0,FALSE,FALSE,NA,NA
"2599","@nana___rosaa @CencenAmel @hendriabidin2 @ArumsariTika @SEKNAS_RI @hanjenif @Rul205 @Grand_Light88 @LebahBorneo<U+2026> https://t.co/vvM6l3rmEm",FALSE,1,"nana___rosaa","2018-04-15 16:38:23",TRUE,985556838522404864,985557962683957248,935937767778820096,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PribumiZindaHai",0,FALSE,FALSE,NA,NA
"2600","@prabowo @fadlizon @jokowi gejala stress akut, kehbs-an akal dan jurus buat dongkrak pamor #RakyatB3rsamaJKW #RakyatB3rsamaJKW",FALSE,0,"prabowo","2018-04-15 16:38:22",FALSE,NA,985557958346993664,40580714,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","fira_amarah",0,FALSE,FALSE,NA,NA
"2601","@ideide48 @Astwophat @tutstse @MbahUyok @ronavioleta @AntoniRaja @KOPASUSS1 @prabowo @Gerindra WKWKWK anjink syiah<U+2026> https://t.co/mbQBTODKUg",FALSE,1,"ideide48","2018-04-15 16:38:19",TRUE,985548695151104000,985557943213965312,784648628,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","inda_ayune",0,FALSE,FALSE,NA,NA
"2602","@fadlizon @prabowo @Gerindra @MRomahurmuziy pembelaanya kok cuman jangan sok tau , kurang greget pak <ed><U+00A0><U+00BD><ed><U+00B8><U+0081>",FALSE,1,"fadlizon","2018-04-15 16:38:18",FALSE,985318817655021568,985557942102446080,79139422,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JayaCebong",0,FALSE,FALSE,NA,NA
"2603","RT @mkhumaini: Kalau PKS mau berbesar hati dan tujuannya ingin #2019GantiPresiden maka harus cari cawapres yg bisa melengkapi dan mengkatro<U+2026>",FALSE,0,NA,"2018-04-15 16:38:01",FALSE,NA,985557868383358976,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","VisionGlobal18",28,TRUE,FALSE,NA,NA
"2604","@detikcom Berharap beliau-beliau ini bersatu yaa pak, @jokowi @prabowo, Indonesia bakal jadi macan ASIA, eh DUNIA malah #RakyatB3rsamaJKW",FALSE,0,"detikcom","2018-04-15 16:37:53",FALSE,NA,985557835789447168,69183155,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","Arum_has",0,FALSE,FALSE,NA,NA
"2605","RT @jfmsondakh: Siapa yg suka teriak2 anti asing?!TERNYATA @prabowo ,Hashim dan @Gerindra PRO AMERIKA!
Sudah JELAS ya..Mereka punya agenda<U+2026>",FALSE,0,NA,"2018-04-15 16:37:50",FALSE,NA,985557823835656192,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RotiGorengBubar",279,TRUE,FALSE,NA,NA
"2606","@miyomi19 @Rohmaniboy @CintaNKRI12 @CencenAmel @hendriabidin2 @ArumsariTika @SEKNAS_RI @hanjenif @Rul205<U+2026> https://t.co/d7OyS6AOab",FALSE,1,"miyomi19","2018-04-15 16:37:14",TRUE,985557348449107968,985557673264361472,872321181281550336,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","azumi_tsuyoshi",0,FALSE,FALSE,NA,NA
"2607","@ILC_tvOnenews @karniilyas @jokowi @prabowo Tak pateni tv aku...acara ngak mutu",FALSE,0,"ILC_tvOnenews","2018-04-15 16:37:14",FALSE,985309486448431104,985557673025220608,2421762716,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Boneng76789244",0,FALSE,FALSE,NA,NA
"2608","RT @budimandjatmiko: Kita hrs punya jawaban juga: adu baca Al Qur'an pak @jokowi &amp; pak @prabowo, disusul gantian jd imam sholat Maghrib &amp; I<U+2026>",FALSE,0,NA,"2018-04-15 16:36:58",FALSE,NA,985557603991207936,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FreeTweetZone",87,TRUE,FALSE,NA,NA
"2609","RT @jfmsondakh: Siapa yg suka teriak2 anti asing?!TERNYATA @prabowo ,Hashim dan @Gerindra PRO AMERIKA!
Sudah JELAS ya..Mereka punya agenda<U+2026>",FALSE,0,NA,"2018-04-15 16:36:51",FALSE,NA,985557576824774656,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","murniatiginting",279,TRUE,FALSE,NA,NA
"2610","Jasa bpk Sintong Pandjaitan sngt besar dlm operasi teritorial Irian /papua. Bukan @prabowo . Mungkin bung @fadlizon<U+2026> https://t.co/rjcoeIlzwf",FALSE,1,NA,"2018-04-15 16:36:50",TRUE,NA,985557570382266368,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ftanjuang75",0,FALSE,FALSE,NA,NA
"2611","@jfmsondakh @prabowo @Gerindra @jokowi @fadlizon @BosErvan @TeddyGusnaidi @TsamaraDKI @GunRomli @permadiaktivis<U+2026> https://t.co/1F6UkFxb1r",FALSE,0,"jfmsondakh","2018-04-15 16:36:49",TRUE,985482179789533184,985557569249804288,110085113,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","UnankUnce72",0,FALSE,FALSE,NA,NA
"2612","RT @fadlizon: Nggak benar alias fiktif. N sdh jd FAKTA bhw @prabowo capres @Gerindra .  @MRomahurmuziy urus partai n capresnya sendiri sj j<U+2026>",FALSE,0,NA,"2018-04-15 16:35:53",FALSE,NA,985557331562778624,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_ibaadurrahmaan",474,TRUE,FALSE,NA,NA
"2613","@miyomi19 @CencenAmel @CintaNKRI12 @hendriabidin2 @ArumsariTika @SEKNAS_RI @hanjenif @Rul205 @Grand_Light88<U+2026> https://t.co/Qh7DrNHHGm",FALSE,0,"miyomi19","2018-04-15 16:35:27",TRUE,985556960131993600,985557224998092800,872321181281550336,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","azumi_tsuyoshi",0,FALSE,FALSE,NA,NA
"2614","@miyomi19 @nana___rosaa @CencenAmel @hendriabidin2 @ArumsariTika @SEKNAS_RI @hanjenif @Rul205 @Grand_Light88<U+2026> https://t.co/Js9wWdD6PU",FALSE,0,"miyomi19","2018-04-15 16:35:01",TRUE,985556085527343104,985557112779493376,872321181281550336,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PribumiZindaHai",0,FALSE,FALSE,NA,NA
"2615","RT @mkhumaini: Kalau PKS mau berbesar hati dan tujuannya ingin #2019GantiPresiden maka harus cari cawapres yg bisa melengkapi dan mengkatro<U+2026>",FALSE,0,NA,"2018-04-15 16:34:58",FALSE,NA,985557101547143168,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SagaMerahSaga",28,TRUE,FALSE,NA,NA
"2616","RT @maulinaantika: Tempe Khot News; 
@Nurmantyo_Gatot 
@sudjiwotedjo
4 Kerajan Indonesia;
*Soe karno-Jokowi
*Soe harto-Prabowo
*Soe silo-Ah<U+2026>",FALSE,0,NA,"2018-04-15 16:34:57",FALSE,NA,985557096476241920,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AnkerGear",6,TRUE,FALSE,NA,NA
"2617","@PribumiZindaHai @CencenAmel @hendriabidin2 @ArumsariTika @SEKNAS_RI @hanjenif @Rul205 @Grand_Light88 @LebahBorneo<U+2026> https://t.co/9cHgjBUrL5",FALSE,0,"PribumiZindaHai","2018-04-15 16:33:55",TRUE,985555805033267200,985556838522404864,820877595503796224,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nana___rosaa",0,FALSE,FALSE,NA,NA
"2618","RT @ferrykoto: Bro @faizalassegaf sampeyan onok opo? Sikap kritis itu bukan destruktif apalagi membenci membabi buta.

Satu hari serang @jo<U+2026>",FALSE,0,NA,"2018-04-15 16:33:13",FALSE,NA,985556659668795392,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SaidTofik",128,TRUE,FALSE,NA,NA
"2619","@CintaNKRI12 @CencenAmel @hendriabidin2 @ArumsariTika @SEKNAS_RI @hanjenif @Rul205 @Grand_Light88 @LebahBorneo<U+2026> https://t.co/eDJ5uc3TUh",FALSE,0,"CintaNKRI12","2018-04-15 16:33:12",TRUE,985556296366731264,985556655256420352,891673537949388800,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","azumi_tsuyoshi",0,FALSE,FALSE,NA,NA
