"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","person"
"1","RT @faizalassegaf: Selama tiga tahun lebih saya &amp; @progres_98 hajar pak @jokowi dgn kritikan keras, hasilnya kami berkesimpulan:

1. JKW pr<U+2026>",FALSE,0,NA,2018-04-16 04:58:20,FALSE,NA,"985744175789326336",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","positron45",524,TRUE,FALSE,NA,NA,"Jokowi"
"2","RT @faizalassegaf: Selama tiga tahun lebih saya &amp; @progres_98 hajar pak @jokowi dgn kritikan keras, hasilnya kami berkesimpulan:

1. JKW pr<U+2026>",FALSE,0,NA,2018-04-16 04:58:16,FALSE,NA,"985744158571638784",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","subhanpamungkas",524,TRUE,FALSE,NA,NA,"Jokowi"
"3","@jokowi @sbyudhoyono @prabowo

mantab @faizalassegaf sdh seharusnya setiap kekeliruan/kekurangan diluruskan/dikriti<U+2026> https://t.co/UAfAGYOAco",FALSE,0,"jokowi",2018-04-16 04:58:15,TRUE,NA,"985744153995657216","366987179","<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for Android</a>","ndorobbs",0,FALSE,FALSE,NA,NA,"Jokowi"
"4","@akbar_purnomoo @habibthink @jokowi Dia sih MANTAN menteri, bukan menteri",FALSE,0,"akbar_purnomoo",2018-04-16 04:58:12,FALSE,"985714421157670912","985744141463126016","938658161027715072","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RadPlague",0,FALSE,FALSE,NA,NA,"Jokowi"
"5","RT @faizalassegaf: Selama tiga tahun lebih saya &amp; @progres_98 hajar pak @jokowi dgn kritikan keras, hasilnya kami berkesimpulan:

1. JKW pr<U+2026>",FALSE,0,NA,2018-04-16 04:58:11,FALSE,NA,"985744138682359808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lastjoejeff",524,TRUE,FALSE,NA,NA,"Jokowi"
"6","RT @Twitparulian: Bpk @jokowi menuntut hasil kinerja, tp kinerja bpk dan @menpangoid tdk sanggub menuntaskn dgn CEPAT @BidanPTTBersatu 35+ .",FALSE,0,NA,2018-04-16 04:58:06,FALSE,NA,"985744118247604225",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nurhaya49658281",14,TRUE,FALSE,NA,NA,"Jokowi"
"7","RT @Twitparulian: Pk @jokowi dmn bukti kinerja bpk brhsil menuntaskn honorer &amp; @BidanPTTBersatu 35+ ? knp presdn SBY mampu cpt menuntsknnya<U+2026>",FALSE,0,NA,2018-04-16 04:58:04,FALSE,NA,"985744108542083074",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nurhaya49658281",4,TRUE,FALSE,NA,NA,"Jokowi"
"8","@emily_anatasya @zarazettirazr @jokowi Kasihan pak presiden, elektabilitasnya melorot karena cebong2nya rajin mengg<U+2026> https://t.co/Linqgg7zcV",FALSE,0,"emily_anatasya",2018-04-16 04:58:03,TRUE,"985528903358824448","985744106356785152","949169076122742784","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IdhamR78",0,FALSE,FALSE,NA,NA,"Jokowi"
"9","RT @JhdMedsos: @MbahUyok Dulu indonesia hanya sebuah pulau kecil.....@jokowi lah yg membuat Indonesia seluas sekarang wkwkwkwk",FALSE,0,NA,2018-04-16 04:57:55,FALSE,NA,"985744072995323905",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter for Android Sign-Up</a>","MbahUyok",1,TRUE,FALSE,NA,NA,"Jokowi"
"10","@ronavioleta @jokowi Di Kutabumi tangerang, ritel Giant dan Sabar Subur malah tutup. Pdhl sabar subur adalah mini m<U+2026> https://t.co/RmFlrT2vfl",FALSE,0,"ronavioleta",2018-04-16 04:57:53,TRUE,"884927407412486144","985744061049929729","485385284","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mister_sidik",0,FALSE,FALSE,NA,NA,"Jokowi"
"11","RT @ferrykoto: Hahaha... Bro sampeyan selama ini kritik atau fitnah ke pak @jokowi ?

Kritik itu kan mengkoreksi yg salah. Apa yg sampeyam<U+2026>",FALSE,0,NA,2018-04-16 04:57:53,FALSE,NA,"985744061041590272",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Satir76",28,TRUE,FALSE,NA,NA,"Jokowi"
"12","RT @CitarumLestari: Penanaman pohon yang di lakukan oleh pak @jokowi di Situ Cisanti #citarumlestari #citarumlestari #lestarikancitarum #re<U+2026>",FALSE,0,NA,2018-04-16 04:57:51,FALSE,NA,"985744054515200000",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Wahyudi14748942",46,TRUE,FALSE,NA,NA,"Jokowi"
"13","RT @ahmadjaya970: https://t.co/q6NkEVyxAz
Menkopolhukam @wiranto1947 menegaskan bahwa pemerintah tdk pernah menelantarkan daerah pinggiran.<U+2026>",FALSE,0,NA,2018-04-16 04:57:50,FALSE,NA,"985744049083527168",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mariabadria",1,TRUE,FALSE,NA,NA,"Jokowi"
"14","@jokowi soal ""Cawapres"" ono istilah ""ojo cedak-cedak kebo gupak"" oposisi akan tetap menjadi oposisi. Biarkan mereka<U+2026> https://t.co/zrqvEb8Aaj",FALSE,0,"jokowi",2018-04-16 04:57:48,TRUE,NA,"985744040862740480","366987179","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","bos_novem",0,FALSE,FALSE,NA,NA,"Jokowi"
"15","@d0n1Baz @nimskyy77 @inasinam @faizalassegaf @progres_98 @jokowi Eeh <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
Jiembut",FALSE,0,"d0n1Baz",2018-04-16 04:57:39,FALSE,"985723909340258304","985744005676740608","99603770","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","p3d_",0,FALSE,FALSE,NA,NA,"Jokowi"
"16","RT @KemensetnegRI: Presiden @jokowi dan Ibu Iriana meninjau sosialisasi tentang kesehatan, penyakit TBC, dan Program IVA Test di Puskemas R<U+2026>",FALSE,0,NA,2018-04-16 04:57:36,FALSE,NA,"985743991894233088",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pawartosyogya",15,TRUE,FALSE,NA,NA,"Jokowi"
"17","RT @EnnoIrma: Indonesia Archipelago Expedition 2018 at KBRI Kuala lumpur. 
@jokowi @EkoSandjojo @taufikmadjid71 @anwsanusi @fachrilabalado<U+2026>",FALSE,0,NA,2018-04-16 04:57:34,FALSE,NA,"985743981656109056",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","harrynovi2",9,TRUE,FALSE,NA,NA,"Jokowi"
"18","RT @Me2d_ri: Dengan Bumdes kita tingkatkan kesadaran untuk berfikir masa depan masyarakat yg leih maju n sejahtera
#BumdesMendunia
#TPPISum<U+2026>",FALSE,0,NA,2018-04-16 04:57:31,FALSE,NA,"985743968683151361",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","harrynovi2",9,TRUE,FALSE,NA,NA,"Jokowi"
"19","@roman_zzq @Pribumi_AntiPKI @NetizenTofa @fahiraidris @MAHENDRA_GNW @fadlizon @mkhumaini @maspiyuuu @Gemacan70<U+2026> https://t.co/xojTk7LJzD",FALSE,0,"roman_zzq",2018-04-16 04:57:28,TRUE,"985740956719767552","985743960059494400","2529070099","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rizki44874585",0,FALSE,FALSE,NA,NA,"Jokowi"
"20","@delillapilli @detikcom @jokowi Pengusaha kok mintanya subsidi mulu.",FALSE,0,"delillapilli",2018-04-16 04:57:24,FALSE,"985741821924950016","985743942544011264","52913488","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RadenAriHaryon1",0,FALSE,FALSE,NA,NA,"Jokowi"
"21","RT @titiskalsel: Usaha sewa alat oleh Bumdes #BumdesMendunia @jokowi @EkoSandjojo @anwsanusi @taufikmadjid71 @fachrilabalado @tppindonesia<U+2026>",FALSE,0,NA,2018-04-16 04:57:23,FALSE,NA,"985743937766875136",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","harrynovi2",12,TRUE,FALSE,NA,NA,"Jokowi"
"22","Pak @jokowi kalau touring lagi pakai HD softail aja.",FALSE,0,NA,2018-04-16 04:57:22,FALSE,NA,"985743934503530496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","joewisesa",0,FALSE,FALSE,NA,NA,"Jokowi"
"23","RT @Ibnasanmail: Betul apa yg pernah dikatakan Pak @saididu di tvOne beberapa bulan yg lalu, <U+201C>pencapain ekonomi yg dibangga2-kan oleh Media<U+2026>",FALSE,0,NA,2018-04-16 04:57:21,FALSE,NA,"985743930506358784",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mei_indriya",99,TRUE,FALSE,NA,NA,"Jokowi"
"24","@_Kahawe @habibthink @jokowi Itu sih ex menteri <ed><U+00A0><U+00BE><ed><U+00B4><U+00A3>",FALSE,0,"_Kahawe",2018-04-16 04:57:20,FALSE,"985736953390776321","985743926358261761","67933551","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RadPlague",0,FALSE,FALSE,NA,NA,"Jokowi"
"25","RT @fadjroeL: #KeretaBandaraSoetta dari Sudirman ke Bandara Soekarno-Hatta juga sudah beroperasi. #SkyTrainBandaraSoetta juga sudah operasi<U+2026>",FALSE,0,NA,2018-04-16 04:57:20,FALSE,NA,"985743925271904256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tanakapluralia",30,TRUE,FALSE,NA,NA,"Jokowi"
"26","@faizalassegaf @progres_98 @jokowi ""JKW pUNy4 sP1Rit sUn4N k4L1j4G4"" https://t.co/mWgR0niqOr",FALSE,0,"faizalassegaf",2018-04-16 04:57:20,FALSE,"985546874500231168","985743922923298816","2259000780","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PembasmiCebong",0,FALSE,FALSE,NA,NA,"Jokowi"
"27","RT @JamilahAtik: Kunjungan KeMenKeu ke Desa Sindangraja,Cianjur,Jabar
Trm ksh atas kunjungan dan penjelasan PKT
@KemenkeuRI 
@jokowi 
@EkoS<U+2026>",FALSE,0,NA,2018-04-16 04:57:18,FALSE,NA,"985743914480160768",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","harrynovi2",11,TRUE,FALSE,NA,NA,"Jokowi"
"28","@yohanespatih @fadlizon @jokowi @ILC_tvOnenews @Metro_TV @tvOneNews @KompasTV @kompascom Memakukan = memalukan.",FALSE,0,"JhonniSinaga20",2018-04-16 04:57:17,FALSE,"985743781700952064","985743912739336193","859359474","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JhonniSinaga20",0,FALSE,FALSE,NA,NA,"Jokowi"
"29","RT @dityasibarani: Pak @jokowi , apakah untuk mengejar ketertinggalan pendidikan memberi soal sulit adalah jawaban?. saya kira tidak. Merub<U+2026>",FALSE,0,NA,2018-04-16 04:57:07,FALSE,NA,"985743869609361410",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prastow",1,TRUE,FALSE,NA,NA,"Jokowi"
"30","RT @ut4my_s: Rapat penentuan prioritas sekaligus pengukuran 0% th 2018 di talang jangkang, inhil
@jokowi 
@EkoSandjojo 
@taufikmadjid71 
@t<U+2026>",FALSE,0,NA,2018-04-16 04:57:05,FALSE,NA,"985743861657030657",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","harrynovi2",5,TRUE,FALSE,NA,NA,"Jokowi"
"31","RT @yeniastuti2203: BUMDes Hidayah Illahi...
Maju dan jaya selalu...
#BumdesMendunia 
#TPPISumbar 
@jokowi 
@anwsanusi 
@EkoSandjojo
@taufi<U+2026>",FALSE,0,NA,2018-04-16 04:57:03,FALSE,NA,"985743852114993152",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","harrynovi2",10,TRUE,FALSE,NA,NA,"Jokowi"
"32","RT @Kholidi74837300: @cik_mashuri @tppindonesia @SSyarkani @CirilongCity @EkoSandjojo @AhmadErani @jokowi BUMDes pekon Sukajaya Kec. Sumber<U+2026>",FALSE,0,NA,2018-04-16 04:56:58,FALSE,NA,"985743831126675456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","harrynovi2",10,TRUE,FALSE,NA,NA,"Jokowi"
"33","RT @asep22113931: Penetapan usulan prioritas Tahun 2018
@jokowi @EkoSandjojo @TPPISUMUT @tppindonesia @SatgasDanaDesa
#PadatKaryaTunai2018<U+2026>",FALSE,0,NA,2018-04-16 04:56:56,FALSE,NA,"985743823040020480",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","harrynovi2",11,TRUE,FALSE,NA,NA,"Jokowi"
"34","RT @ut4my_s: Dengan padat karya tunai dapat membuka lapangan kerja di desa
#TPPIRiau 
#TPPIIndragiriHilir 
@jokowi 
@taufikmadjid71 
@anwsa<U+2026>",FALSE,0,NA,2018-04-16 04:56:52,FALSE,NA,"985743808573984768",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","harrynovi2",10,TRUE,FALSE,NA,NA,"Jokowi"
"35","RT @timomanullang: Bandara APUNG pertama DiIndonesia yg berada dijln Ahmad Yani Semarang sdh bisa dipergunakan Mei 2018 nanti .Indonesia mb<U+2026>",FALSE,0,NA,2018-04-16 04:56:50,FALSE,NA,"985743797152768000",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sopian333351",45,TRUE,FALSE,NA,NA,"Jokowi"
"36","RT @KemenkesRI: ""Terima kasih Bapak Presiden @jokowi, istri saya sudah dirawat. Kami juga sudah punya kartu (KIS),"" - Nikolaus

#JKNUntukKi<U+2026>",FALSE,0,NA,2018-04-16 04:56:46,FALSE,NA,"985743781780537345",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ReizaMhmmd",11,TRUE,FALSE,NA,NA,"Jokowi"
"37","@yohanespatih @fadlizon @jokowi @ILC_tvOnenews @Metro_TV @tvOneNews @KompasTV @kompascom Ada yang telanjang dada. N<U+2026> https://t.co/rvb3cEhrq6",FALSE,0,"yohanespatih",2018-04-16 04:56:46,TRUE,"985414048370982912","985743781700952064","705239522028580865","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JhonniSinaga20",0,FALSE,FALSE,NA,NA,"Jokowi"
"38","@Novie1873 @LusiHQ @FerryHamid7 @ronavioleta @JKFC23456789 @RizmaWidiono @TheArieAir @Gemacan70 @Umnia77 @ekowBoy<U+2026> https://t.co/CJ7I81TpXU",FALSE,0,"Novie1873",2018-04-16 04:56:37,TRUE,"985686595033600001","985743746095448065","972581096322875392","<a href=""http://twitter.com"" rel=""nofollow"">Twitter for Android Sign-Up</a>","MbahUyok",0,FALSE,FALSE,NA,NA,"Jokowi"
"39","RT @hekahert: pengenalan sejak dini tentang pentingnya penanaman pohon untuk #CitarumHarum semoga #CitarumLestari 
p'@jokowi bu @SitiNurbay<U+2026>",FALSE,0,NA,2018-04-16 04:56:33,FALSE,NA,"985743725430063104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Wahyudi14748942",58,TRUE,FALSE,NA,NA,"Jokowi"
"40","RT @jokowi: Anak-anakku di Papua, belajar yang giat untuk membangun Nusantara. Kalian pewaris negeri, pemerintah bertugas menjamin masa dep<U+2026>",FALSE,0,NA,2018-04-16 04:56:31,FALSE,NA,"985743717368717312",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rindiant_",5045,TRUE,FALSE,NA,NA,"Jokowi"
"41","Pak @jokowi , apakah untuk mengejar ketertinggalan pendidikan memberi soal sulit adalah jawaban?. saya kira tidak.<U+2026> https://t.co/W1SdoQ0n9G",FALSE,0,NA,2018-04-16 04:56:27,TRUE,NA,"985743703770738688",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","dityasibarani",1,FALSE,FALSE,NA,NA,"Jokowi"
"42","RT @Next_J2P: FILOSOFI POHON BAMBU
Style kepemimpinan Presiden @jokowi

Part 1
Pohon bambu tdk akan menunjukkan pertumbuhan berarti selama<U+2026>",FALSE,0,NA,2018-04-16 04:56:23,FALSE,NA,"985743686326673408",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MariaTriastomo",42,TRUE,FALSE,NA,NA,"Jokowi"
"43","@rajawalimataram @ronavioleta @jokowi Allah SWT berfirman QS al Hajj ayat 25

#KhilafahAjaranIslam<U+2026> https://t.co/CGtyUzB71M",FALSE,0,"rajawalimataram",2018-04-16 04:56:18,TRUE,"985732017504452608","985743665032183808","865412571842494464","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","reksogomo1",0,FALSE,FALSE,NA,NA,"Jokowi"
"44","RT @Putuartanegara1: BUM Desa maju 
#BUMDesMendunia
#tppibali 
@jokowi @EkoSandjojo @anwsanusi @taufikmadjid71 @fachrilabalado https://t.co<U+2026>",FALSE,0,NA,2018-04-16 04:56:17,FALSE,NA,"985743662230499328",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","harrynovi2",8,TRUE,FALSE,NA,NA,"Jokowi"
"45","RT @mardoto: Sdh lebih dr 3 thn, kasus pembunuhan #akseyna (Al Fatihah untuknya) di Danau Kenanga Universitas Indonesia blm ada titik teran<U+2026>",FALSE,0,NA,2018-04-16 04:56:13,FALSE,NA,"985743644219985920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MustofaAli89",8,TRUE,FALSE,NA,NA,"Jokowi"
"46","Saat Ini Yang Paling Ditunggu Terbitnya Revisi Perpres No 12 Tahun 2013 Tentang Jaminan Kesehatan Nasional ( JKN )<U+2026> https://t.co/ac9cJKsGBZ",FALSE,0,NA,2018-04-16 04:56:10,TRUE,NA,"985743632853417984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Reinrahmady",0,FALSE,FALSE,NA,NA,"Jokowi"
"47","RT @Mulyani65944764: BUMDes menjadi tulang punggung perekonomian pemerintahan desa guna mencapai peningkatan kesejahteraan masyarakat.
#Bum<U+2026>",FALSE,0,NA,2018-04-16 04:56:09,FALSE,NA,"985743625605844992",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","harrynovi2",12,TRUE,FALSE,NA,NA,"Jokowi"
"48","RT @Next_J2P: Pres @jokowi acara Silaturahmi Penyuluh Agama se-Jawa Tengah yg digelar di Lap.Pancasila, Simpang Lima, Semarang.

Ibu yg bij<U+2026>",FALSE,0,NA,2018-04-16 04:55:59,FALSE,NA,"985743586464378880",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","teguhwardoyo15",155,TRUE,FALSE,NA,NA,"Jokowi"
"49","RT @embah72: Mayoritas Partai Koalisi pendukung Jokowi menolak Jokowi bergabung dengan Prabowo. @jokowi 
Secara pribadi sy pun menolak kera<U+2026>",FALSE,0,NA,2018-04-16 04:55:54,FALSE,NA,"985743562829516801",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BTSEXOSVTTrash",168,TRUE,FALSE,NA,NA,"Jokowi"
"50","Koordinasi dengan perangkat dlm penyusunan apb nagari dan verifikasi dokumen rab kegiatan nagari sikabu-kabu tj.har<U+2026> https://t.co/mROg5D6Hah",FALSE,0,NA,2018-04-16 04:55:53,TRUE,NA,"985743558467510272",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LeyanaSartika",0,FALSE,FALSE,NA,NA,"Jokowi"
"51","RT @MbahUyok: @LusiHQ @FerryHamid7 @ronavioleta @JKFC23456789 @RizmaWidiono @TheArieAir @Gemacan70 @Umnia77 @ekowBoy @wartapolitik @jokowi<U+2026>",FALSE,0,NA,2018-04-16 04:55:49,FALSE,NA,"985743542713634816",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rul1ounzu",2,TRUE,FALSE,NA,NA,"Jokowi"
"52","RT @ronavioleta: ""Gelombang PHK ancam sek. Ritel"".... Ditunggu realisasi janji buka 10 juta lapangan kerja pak @jokowi https://t.co/98iALgx<U+2026>",FALSE,0,NA,2018-04-16 04:55:47,FALSE,NA,"985743533796540416",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OMSHproject",146,TRUE,FALSE,NA,NA,"Jokowi"
"53","RT @ferrykoto: Hahaha... Bro sampeyan selama ini kritik atau fitnah ke pak @jokowi ?

Kritik itu kan mengkoreksi yg salah. Apa yg sampeyam<U+2026>",FALSE,0,NA,2018-04-16 04:55:38,FALSE,NA,"985743498233053184",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bibin_bey",28,TRUE,FALSE,NA,NA,"Jokowi"
"54","RT @WindaNurAsih2: #BumdesMendunia 
#TPPIKalteng 
#Lamandau 
Pelaksanaan kegiatan regional investment forum,meningkatkan investasi
@jokowi<U+2026>",FALSE,0,NA,2018-04-16 04:55:35,FALSE,NA,"985743485386084352",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","harrynovi2",8,TRUE,FALSE,NA,NA,"Jokowi"
"55","@faizalassegaf @addiems @progres_98 @jokowi Gak salah tu
Jauh dari sifat itu x",FALSE,0,"faizalassegaf",2018-04-16 04:55:32,FALSE,"985546874500231168","985743472907845633","2259000780","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AwanNegri",0,FALSE,FALSE,NA,NA,"Jokowi"
"56","RT @Ianmalok01: Desa Mandiri Jika Memiliki PAD
PAD = Bumdes
Bumdes Baik = Indonesia Maju
#BUMDESMENDUNIA
@jokowi 
@EkoSandjojo 
@anwsanusi<U+2026>",FALSE,0,NA,2018-04-16 04:55:32,FALSE,NA,"985743471465123840",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","harrynovi2",7,TRUE,FALSE,NA,NA,"Jokowi"
"57","RT @pramonoanung: Bersyukur saya diberikan kesempatan utk menjadi pembantu terdekat  Presiden @jokowi, sungguh sangat mencintai rakyatnya d<U+2026>",FALSE,0,NA,2018-04-16 04:55:30,FALSE,NA,"985743465219743744",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","adiwidarsa",804,TRUE,FALSE,NA,NA,"Jokowi"
"58","RT @ApriyantoJeky: Usaha2 yg bisa di kelola BUMDes
#BumdesMendunia 
#TPPIkalteng  
#lamandau 
@jokowi
@EkoSandjojo
@anwsanusi
@taufikmadjid<U+2026>",FALSE,0,NA,2018-04-16 04:55:29,FALSE,NA,"985743457510744064",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","harrynovi2",9,TRUE,FALSE,NA,NA,"Jokowi"
"59","@GunKidFor2 @jokowi Biasa klo gak dipakai pande kali beliau tapi begitu di serahi tugas perasaannya jaul lebih hebat dt yg lain.hmm",FALSE,0,"GunKidFor2",2018-04-16 04:55:28,FALSE,"985581648103194624","985743453999910912","3243328406","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tanakapluralia",0,FALSE,FALSE,NA,NA,"Jokowi"
"60","RT @maya___86: Ingat Pak @jokowi sebentar lagi Pilpres. Jangan sampai tersandung kerikil. Sakit. Push terus Pak itu bawahan Bapak di Kement<U+2026>",FALSE,0,NA,2018-04-16 04:55:28,FALSE,NA,"985743453781803008",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lawanfitnah",2,TRUE,FALSE,NA,NA,"Jokowi"
"61","RT @2dwilintang: Proses Fermentasi pupuk organik ds. Gondang Plosoklaten Kdr. semoga bermanfaat dan menjadi produk unggulan BUMDES. Dari de<U+2026>",FALSE,0,NA,2018-04-16 04:55:26,FALSE,NA,"985743445653409794",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","harrynovi2",39,TRUE,FALSE,NA,NA,"Jokowi"
"62","RT @ticho_rolla: @ILC_tvOnenews @karniilyas @jokowi @prabowo Bang @karniilyas berani tdk kasus #korbanphkfreeport di angkat di @ILC_tvOnene<U+2026>",FALSE,0,NA,2018-04-16 04:55:25,FALSE,NA,"985743440406196229",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhelfree",5,TRUE,FALSE,NA,NA,"Jokowi"
"63","@andrinu65696785 @JajangRidwan19 @hakimunandar @jokowi @kangdede78 Jgn hoax",FALSE,0,"andrinu65696785",2018-04-16 04:55:20,FALSE,"985741909166440448","985743420567113728","721420694169395200","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","tukiman07",0,FALSE,FALSE,NA,NA,"Jokowi"
"64","RT @Ernawat11116360: Usaha2 yg bisa di kelola BUMDes
#BumdesMendunia 
#TPPIkalteng  
#lamandau 
@jokowi
@EkoSandjojo
@anwsanusi
@taufikmadj<U+2026>",FALSE,0,NA,2018-04-16 04:55:11,FALSE,NA,"985743382357168128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","harrynovi2",13,TRUE,FALSE,NA,NA,"Jokowi"
"65","RT @fietran: @priokustiadi @cakimiNOW @jokowi @prabowo @AgusYudhoyono @Nurmantyo_Gatot @tgbID TGB sosok komplit jawaban aspirasi Umat
#TGBu<U+2026>",FALSE,0,NA,2018-04-16 04:55:09,FALSE,NA,"985743375688085505",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","melinda17091969",1,TRUE,FALSE,NA,NA,"Jokowi"
"66","RT @ASapardan: Yang selalu ada pada Presiden @jokowi 

Dimanapun berada selalu dielu-elukan warganya.
selalu membalas dg sapaan penuh keram<U+2026>",FALSE,0,NA,2018-04-16 04:54:56,FALSE,NA,"985743320323276800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Andy_Sinrang",54,TRUE,FALSE,NA,NA,"Jokowi"
"67","RT @rofi_ra43: kita bangga... karena beliau2 ini.. <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+008D>
orang2 yg merasa paling Islam sendiri dan sering mengkafir2kan orang2 malah tidak ad<U+2026>",FALSE,0,NA,2018-04-16 04:54:54,FALSE,NA,"985743310839939072",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","baimvote",82,TRUE,FALSE,NA,NA,"Jokowi"
